Upregulated:
Rana_pipiens_Transcript_156525	XM_018266184.1	cadherin 6%2C type 2%2C K-cadherin (fetal kidney) L homeolog%2C transcript variant X2
Rana_pipiens_Transcript_163860	XM_012962643.2	sine oculis binding protein homolog%2C transcript variant X1
Rana_pipiens_Transcript_163860	XM_018263336.1	sine oculis-binding protein homolog%2C transcript variant X2
Rana_pipiens_Transcript_166206	XM_012965833.2	beta-1%2C3-glucuronyltransferase 1%2C transcript variant X1
Rana_pipiens_Transcript_166206	XM_018225679.1	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1-like
Rana_pipiens_Transcript_172184	XM_018256943.1	uncharacterized protein MGC132155%2C transcript variant X1
Rana_pipiens_Transcript_172733	NM_001016995.3	guanine nucleotide binding protein (G protein)%2C alpha activating activity polypeptide O
Rana_pipiens_Transcript_172733	NM_001087692.1	guanine nucleotide binding protein (G protein)%2C alpha activating activity polypeptide O L homeolog
Rana_pipiens_Transcript_174240	NM_001087344.1	protein phosphatase 3 (formerly 2B)%2C catalytic subunit%2C alpha isoform (calcineurin A alpha)
Rana_pipiens_Transcript_174240	NM_001126508.1	protein phosphatase 3%2C catalytic subunit%2C alpha isozyme
Rana_pipiens_Transcript_176285	XM_002934020.4	neurobeachin%2C transcript variant X7
Rana_pipiens_Transcript_176285	XM_018250244.1	neurobeachin%2C transcript variant X3
Rana_pipiens_Transcript_178190	NM_001126777.1	tweety family member 3
Rana_pipiens_Transcript_188208	XM_018090017.1	kalirin-like
Rana_pipiens_Transcript_188208	XM_018237740.1	kalirin-like
Rana_pipiens_Transcript_193342	XM_018258199.1	serine/arginine-rich splicing factor 11 S homeolog
Rana_pipiens_Transcript_195678	NM_001004992.1	eukaryotic translation initiation factor 4 gamma%2C 2
Rana_pipiens_Transcript_195678	XM_018259272.1	eukaryotic translation initiation factor 4 gamma%2C 2 L homeolog%2C transcript variant X1
Rana_pipiens_Transcript_204631	XM_012970955.2	kinesin family member 21B%2C transcript variant X11
Rana_pipiens_Transcript_204631	XM_018246556.1	kinesin-like protein KIF21B%2C transcript variant X2
Rana_pipiens_Transcript_208761	XM_018094166.1	EH domain binding protein 1%2C transcript variant X4
Rana_pipiens_Transcript_208761	XM_018262832.1	EH domain-binding protein 1-like%2C transcript variant X5
Rana_pipiens_Transcript_231654	XM_018090593.1	rabphilin 3A%2C transcript variant X2
Rana_pipiens_Transcript_231654	XM_018224601.1	rabphilin-3A-like
Rana_pipiens_Transcript_233599	XM_012966273.2	TAR DNA binding protein%2C transcript variant X2
Rana_pipiens_Transcript_233599	XM_018227618.1	TAR DNA-binding protein 43%2C transcript variant X2
Rana_pipiens_Transcript_244058	NM_001095475.1	uncharacterized LOC496320
Rana_pipiens_Transcript_244058	NM_001097297.1	SH3-domain GRB2-like 2
Rana_pipiens_Transcript_249214	XM_018093410.1	PHD and ring finger domains 1%2C transcript variant X4
Rana_pipiens_Transcript_249214	XM_018257595.1	PHD and ring finger domains 1 L homeolog%2C transcript variant X2
Rana_pipiens_Transcript_255687	XM_004919222.1	adhesion G protein-coupled receptor B2%2C transcript variant X3
Rana_pipiens_Transcript_255687	XM_018246750.1	adhesion G protein-coupled receptor B2-like%2C transcript variant X2
Rana_pipiens_Transcript_257446	NM_001001224.2	serine/threonine kinase 39
Rana_pipiens_Transcript_257446	XM_018266566.1	serine/threonine kinase 39 L homeolog%2C transcript variant X1
Rana_pipiens_Transcript_286975	NM_001094073.1	RWD domain containing 1 L homeolog
Rana_pipiens_Transcript_297356	NM_001015975.3	cullin 3
Rana_pipiens_Transcript_297356	NM_001093183.1	cullin 3 L homeolog
Rana_pipiens_Transcript_313828	NM_001089033.1	topoisomerase (DNA) II alpha L homeolog
Rana_pipiens_Transcript_313828	XM_012952753.2	topoisomerase (DNA) II alpha%2C transcript variant X2
Downregulated:
Rana_pipiens_Transcript_006037	XM_012961378.2	MAP-kinase activating death domain%2C transcript variant X9
Rana_pipiens_Transcript_006037	XM_018257400.1	MAP kinase-activating death domain protein-like%2C transcript variant X19
Rana_pipiens_Transcript_007487	XM_004913695.3	spectrin%2C beta%2C non-erythrocytic 2%2C transcript variant X2
Rana_pipiens_Transcript_007487	XM_018264651.1	spectrin beta chain%2C non-erythrocytic 1-like
Rana_pipiens_Transcript_008016	NM_001004853.1	small ubiquitin-like modifier 3
Rana_pipiens_Transcript_009811	NM_001089174.1	pregnancy up-regulated nonubiquitous CaM kinase L homeolog
Rana_pipiens_Transcript_009811	NM_001102989.1	pregnancy up-regulated nonubiquitous CaM kinase
Rana_pipiens_Transcript_011387	NM_001316901.1	malate dehydrogenase 1%2C transcript variant 1
Rana_pipiens_Transcript_011387	XM_018262827.1	malate dehydrogenase%2C cytoplasmic-like
Rana_pipiens_Transcript_013766	XM_002935262.4	kinesin family member 3A%2C transcript variant X2
Rana_pipiens_Transcript_014063	NM_001004785.1	activating transcription factor 4
Rana_pipiens_Transcript_014063	NM_001095671.1	activating transcription factor 4 S homeolog
Rana_pipiens_Transcript_015920	XM_012970873.1	VPS8%2C CORVET complex subunit%2C transcript variant X1
Rana_pipiens_Transcript_015920	XM_018236872.1	vacuolar protein sorting-associated protein 8 homolog
Rana_pipiens_Transcript_023205	NM_001007955.2	protein phosphatase 1 regulatory inhibitor subunit 14A
Rana_pipiens_Transcript_023205	NM_001173992.1	F-box and leucine-rich repeat protein 19 S homeolog
Rana_pipiens_Transcript_028312	XM_018254220.1	uncharacterized protein MGC84589%2C transcript variant X3
Rana_pipiens_Transcript_032594	XM_018234166.1	microtubule associated protein tau S homeolog%2C transcript variant X8
Rana_pipiens_Transcript_034142	XM_012970283.2	dynein%2C cytoplasmic 1%2C intermediate chain 2%2C transcript variant X8
Rana_pipiens_Transcript_034142	XM_018235901.1	cytoplasmic dynein 1 intermediate chain 2%2C transcript variant X10
Rana_pipiens_Transcript_034665	XM_018095623.1	jumonji domain containing 1C
Rana_pipiens_Transcript_034665	XM_018225115.1	probable JmjC domain-containing histone demethylation protein 2C%2C transcript variant X2
Rana_pipiens_Transcript_037459	XM_012958472.2	heterogeneous nuclear ribonucleoprotein K%2C transcript variant X1
Rana_pipiens_Transcript_037459	XM_018233820.1	heterogeneous nuclear ribonucleoprotein K S homeolog%2C transcript variant X3
Rana_pipiens_Transcript_037946	XM_012961423.2	phosphodiesterase 4B%2C transcript variant X2
Rana_pipiens_Transcript_037946	XM_018258224.1	cAMP-specific 3'%2C5'-cyclic phosphodiesterase 4B-like%2C transcript variant X2
Rana_pipiens_Transcript_048344	XM_002932087.2	seizure related 6 homolog-like
Rana_pipiens_Transcript_048344	XM_018244039.1	seizure 6-like protein
Rana_pipiens_Transcript_052251	NM_001096668.1	RAB2A%2C member RAS oncogene family L homeolog
Rana_pipiens_Transcript_052251	XM_002936111.3	RAB2A%2C member RAS oncogene family
Rana_pipiens_Transcript_052751	NM_001102802.1	olfactomedin 2
Rana_pipiens_Transcript_052751	XM_018256268.1	noelin-2-like%2C transcript variant X1
Rana_pipiens_Transcript_052777	XM_012963043.2	zinc finger and BTB domain containing 18%2C transcript variant X1
Rana_pipiens_Transcript_052777	XM_018264341.1	zinc finger protein 238.3%2C transcript variant X1
Rana_pipiens_Transcript_062793	NM_001011257.1	proteasome subunit alpha 3
Rana_pipiens_Transcript_062793	NM_001086774.1	proteasome subunit alpha 3 L homeolog
Rana_pipiens_Transcript_068328	XM_004913019.3	lysine (K)-specific methyltransferase 2E%2C transcript variant X6
Rana_pipiens_Transcript_068328	XM_018255770.1	histone-lysine N-methyltransferase 2E-like%2C transcript variant X3
Rana_pipiens_Transcript_068521	XM_018092877.1	ubiquitin-like modifier activating enzyme 3%2C transcript variant X3
Rana_pipiens_Transcript_069491	XM_018092034.1	matrin 3%2C transcript variant X1
Rana_pipiens_Transcript_069491	XM_018242135.1	matrin-3-like%2C transcript variant X4
Rana_pipiens_Transcript_070199	NM_001017253.2	RAB GTPase activating protein 1-like
Rana_pipiens_Transcript_070199	XM_018256418.1	uncharacterized protein MGC52980%2C transcript variant X4
Rana_pipiens_Transcript_073649	NM_204077.1	tubulin beta 3 class III
Rana_pipiens_Transcript_073649	XM_018256865.1	tubulin beta 3 class III L homeolog%2C transcript variant X1
Rana_pipiens_Transcript_077688	XM_018090824.1	Nipped-B homolog%2C transcript variant X4
Rana_pipiens_Transcript_077688	XM_018248087.1	Nipped-B homolog S homeolog%2C transcript variant X2
Rana_pipiens_Transcript_089070	XM_012956234.2	tubulin alpha 4a%2C transcript variant X1
Rana_pipiens_Transcript_089070	XM_018247375.1	tubulin alpha chain
Rana_pipiens_Transcript_093152	XM_012965142.2	eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)%2C transcript variant X7
Rana_pipiens_Transcript_094960	XM_018095280.1	heterogeneous nuclear ribonucleoprotein H3 (2H9)%2C transcript variant X2
Rana_pipiens_Transcript_094960	XM_018224571.1	heterogeneous nuclear ribonucleoprotein H3 (2H9) L homeolog%2C transcript variant X2
Rana_pipiens_Transcript_097418	NM_001278756.1	lysine (K)-specific demethylase 6B
Rana_pipiens_Transcript_097418	XM_018239716.1	lysine-specific demethylase 6B-like%2C transcript variant X6
Rana_pipiens_Transcript_098153	XM_002936548.4	ubiquitin specific peptidase 35
Rana_pipiens_Transcript_098255	NM_001089013.1	neuroplastin L homeolog
Rana_pipiens_Transcript_098823	XM_012971486.2	ATPase%2C H+ transporting%2C lysosomal V0 subunit a1%2C transcript variant X3
Rana_pipiens_Transcript_098823	XM_018237919.1	V-type proton ATPase 116 kDa subunit a%2C transcript variant X4
Rana_pipiens_Transcript_099122	XM_002940390.4	SOGA family member 3%2C transcript variant X1
Rana_pipiens_Transcript_099122	XM_018263179.1	protein SOGA3%2C transcript variant X2
Rana_pipiens_Transcript_099635	XM_002936924.2	protocadherin 17%2C transcript variant X1
Rana_pipiens_Transcript_099635	XM_018247301.1	protocadherin-17-like%2C transcript variant X1
Rana_pipiens_Transcript_100066	NM_001005637.1	dihydropyrimidinase like 3
Rana_pipiens_Transcript_100066	XM_018251104.1	dihydropyrimidinase like 3 S homeolog%2C transcript variant X1
Rana_pipiens_Transcript_102042	NM_001086923.1	ARP3 actin-related protein 3 homolog S homeolog
Rana_pipiens_Transcript_102042	NM_204037.1	ARP3 actin-related protein 3 homolog
Rana_pipiens_Transcript_103314	NM_001091910.1	MGC83242 protein
Rana_pipiens_Transcript_106561	NM_001091036.1	solute carrier family 39 member 9 S homeolog
Rana_pipiens_Transcript_106721	NM_001004790.1	ubiquitin-like modifier activating enzyme 5
Rana_pipiens_Transcript_106721	NM_001096259.1	ubiquitin-like modifier activating enzyme 5 S homeolog
Rana_pipiens_Transcript_106783	NM_001079128.1	Na+/K+ transporting ATPase interacting 1
Rana_pipiens_Transcript_106783	XM_018245160.1	Na+/K+ transporting ATPase interacting 1 L homeolog%2C transcript variant X1
Rana_pipiens_Transcript_107172	NM_001086220.1	membrane protein%2C palmitoylated 1 L homeolog
Rana_pipiens_Transcript_107678	XM_018232266.1	galectin-3-like
Rana_pipiens_Transcript_112942	NM_001086295.1	RAN binding protein 1 S homeolog
Rana_pipiens_Transcript_112942	NM_203689.1	RAN binding protein 1
Rana_pipiens_Transcript_113124	XM_012953151.1	nuclear factor I/X (CCAAT-binding transcription factor)%2C transcript variant X6
Rana_pipiens_Transcript_113124	XM_018251309.1	nuclear factor 1 X-type%2C transcript variant X3
Rana_pipiens_Transcript_113152	XM_002941611.4	makorin ring finger protein 1%2C transcript variant X3
Rana_pipiens_Transcript_113351	NM_001086599.1	heat shock protein family A (Hsp70) member 1 like S homeolog
Rana_pipiens_Transcript_113351	XM_002937528.4	heat shock protein family A (Hsp70) member 8
Rana_pipiens_Transcript_113484	XM_002935566.4	proteasome 26S subunit%2C non-ATPase 11%2C transcript variant X2
Rana_pipiens_Transcript_113484	XM_018234842.1	26S proteasome non-ATPase regulatory subunit 11
Rana_pipiens_Transcript_113843	XM_018266230.1	cold inducible RNA binding protein L homeolog%2C transcript variant X1
Rana_pipiens_Transcript_113893	NM_001086325.1	cold inducible RNA binding protein S homeolog
Rana_pipiens_Transcript_113958	XM_012957434.2	microtubule-actin crosslinking factor 1%2C transcript variant X19
Rana_pipiens_Transcript_114014	XM_012957417.2	microtubule-actin crosslinking factor 1%2C transcript variant X2
Rana_pipiens_Transcript_114014	XM_018246802.1	microtubule-actin cross-linking factor 1-like%2C transcript variant X2
Rana_pipiens_Transcript_114188	NM_203924.1	eukaryotic translation elongation factor 2%2C gene 1
Rana_pipiens_Transcript_114886	XM_018093789.1	spectrin repeat containing%2C nuclear envelope 1%2C transcript variant X4
Rana_pipiens_Transcript_114886	XM_018263036.1	spectrin repeat containing%2C nuclear envelope 1 L homeolog%2C transcript variant X7
Rana_pipiens_Transcript_115440	NM_001016692.2	eukaryotic translation elongation factor 1 alpha 1
Rana_pipiens_Transcript_115440	XM_018240569.1	elongation factor 1-alpha%2C somatic form%2C transcript variant X1
Rana_pipiens_Transcript_117345	XM_018093633.1	calmodulin regulated spectrin associated protein family member 2%2C transcript variant X3
Rana_pipiens_Transcript_118164	NM_001087435.1	protein phosphatase 1%2C catalytic subunit%2C gamma isoform
Rana_pipiens_Transcript_118164	NM_213670.2	protein phosphatase 1%2C catalytic subunit%2C gamma isozyme
Rana_pipiens_Transcript_118219	XM_012965862.2	protein kinase C%2C zeta%2C transcript variant X3
Rana_pipiens_Transcript_118219	XM_018226006.1	protein kinase C%2C zeta L homeolog%2C transcript variant X2
Rana_pipiens_Transcript_119939	NM_001016958.1	catenin beta 1
Rana_pipiens_Transcript_119939	NM_001090576.1	catenin beta 1 L homeolog
Rana_pipiens_Transcript_120336	XM_004911769.3	myotubularin related protein 4%2C transcript variant X1
Rana_pipiens_Transcript_120336	XM_018249059.1	myotubularin-related protein 4-like%2C transcript variant X2
Rana_pipiens_Transcript_120366	XM_002940353.4	ankyrin repeat domain 17%2C transcript variant X1
Rana_pipiens_Transcript_120366	XM_018252503.1	ankyrin repeat domain-containing protein 17-like%2C transcript variant X4
Rana_pipiens_Transcript_121582	NM_001032336.1	proteolipid protein 1
Rana_pipiens_Transcript_121582	XM_018231841.1	proteolipid protein 1 S homeolog%2C transcript variant X1
Rana_pipiens_Transcript_122021	XM_018094343.1	dystonin%2C transcript variant X2
Rana_pipiens_Transcript_122021	XM_018263494.1	dystonin L homeolog%2C transcript variant X23
Rana_pipiens_Transcript_122138	NM_001005122.2	ribosomal protein L19
Rana_pipiens_Transcript_122138	XM_018237995.1	60S ribosomal protein L19
Rana_pipiens_Transcript_123116	XM_012967886.2	neuro-oncological ventral antigen 1%2C transcript variant X3
Rana_pipiens_Transcript_123116	XM_018228934.1	neuro-oncological ventral antigen 1 L homeolog%2C transcript variant X3
Rana_pipiens_Transcript_123435	XM_018095699.1	chromodomain helicase DNA binding protein 5
Rana_pipiens_Transcript_123435	XM_018224814.1	chromodomain-helicase-DNA-binding protein 5-like
Rana_pipiens_Transcript_123478	XM_012956705.1	poly(rC) binding protein 3%2C transcript variant X3
Rana_pipiens_Transcript_123478	XM_018248035.1	poly(rC) binding protein 3 L homeolog%2C transcript variant X5
Rana_pipiens_Transcript_123505	NM_001102708.1	polymerase (RNA) III (DNA directed) polypeptide A%2C 155kDa
Rana_pipiens_Transcript_123505	XM_018240324.1	40S ribosomal protein S24
Rana_pipiens_Transcript_126556	XM_012956968.2	glycoprotein M6B%2C transcript variant X2
Rana_pipiens_Transcript_126556	XM_018244942.1	myelin PLP-related membrane protein DM gamma2%2C transcript variant X3
Rana_pipiens_Transcript_126623	NM_001094521.2	stathmin 2 L homeolog
Rana_pipiens_Transcript_127034	XM_002933018.4	collagen%2C type IV%2C alpha 1
Rana_pipiens_Transcript_127034	XM_018247205.1	collagen%2C type IV%2C alpha 1 L homeolog
Rana_pipiens_Transcript_127429	XM_018266849.1	trio Rho guanine nucleotide exchange factor L homeolog
Rana_pipiens_Transcript_128696	XM_012967907.1	ATPase%2C Ca++ transporting%2C plasma membrane 3%2C transcript variant X7
Rana_pipiens_Transcript_128696	XM_018232779.1	plasma membrane calcium-transporting ATPase 3-like%2C transcript variant X2
Rana_pipiens_Transcript_129208	XM_012960853.2	NDRG family member 3%2C transcript variant X7
Rana_pipiens_Transcript_129208	XM_018256761.1	NDRG family member 4 S homeolog%2C transcript variant X7
Rana_pipiens_Transcript_129996	NM_001011445.1	aconitase 2
Rana_pipiens_Transcript_129996	NM_001088483.1	aconitase
Rana_pipiens_Transcript_130331	XM_018093932.1	discs%2C large homolog 1%2C transcript variant X4
Rana_pipiens_Transcript_130331	XM_018263635.1	disks large homolog 1%2C transcript variant X17
Rana_pipiens_Transcript_131730	NM_001017230.2	SPT16 homolog%2C facilitates chromatin remodeling subunit
Rana_pipiens_Transcript_131730	NM_001090697.1	SPT16 homolog%2C facilitates chromatin remodeling subunit S homeolog
Rana_pipiens_Transcript_132128	NM_001078787.1	glycine receptor beta
Rana_pipiens_Transcript_132128	XM_018231185.1	glycine receptor subunit beta
Rana_pipiens_Transcript_132139	NM_204045.1	zinc finger protein 207
Rana_pipiens_Transcript_132139	XM_018237238.1	zinc finger protein 207 S homeolog%2C transcript variant X1
Rana_pipiens_Transcript_132767	XM_012959017.2	adenosylhomocysteinase-like 2%2C transcript variant X3
Rana_pipiens_Transcript_132767	XM_018251019.1	MGC79134 protein%2C transcript variant X7
Rana_pipiens_Transcript_132841	NM_001008155.1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein%2C epsilon
Rana_pipiens_Transcript_132841	NM_001087236.1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein%2C epsilon S homeolog
Rana_pipiens_Transcript_132846	XM_012956823.1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein%2C epsilon%2C transcript variant X1
Rana_pipiens_Transcript_132846	XM_018246284.1	14-3-3 protein epsilon-like%2C transcript variant X2
Rana_pipiens_Transcript_133251	XM_012971621.1	ADP ribosylation factor 1%2C transcript variant X1
Rana_pipiens_Transcript_133251	XM_018238121.1	ADP-ribosylation factor 1-like
Rana_pipiens_Transcript_133800	NM_001079221.1	synaptoporin
Rana_pipiens_Transcript_133800	XM_018257147.1	synaptoporin-like
Rana_pipiens_Transcript_134370	NM_001095194.1	catalase%2C gene 1 L homeolog
Rana_pipiens_Transcript_136558	XM_018241236.1	band 4.1-like protein 1%2C transcript variant X2
Rana_pipiens_Transcript_136648	XM_012960495.1	ELAV like neuron-specific RNA binding protein 4%2C transcript variant X9
Rana_pipiens_Transcript_136648	XM_018256506.1	ELAV like neuron-specific RNA binding protein 4 L homeolog%2C transcript variant X2
Rana_pipiens_Transcript_136822	NM_001086666.1	protein phosphatase 2 regulatory subunit A%2C alpha L homeolog
Rana_pipiens_Transcript_137155	XM_012963327.2	MCF.2 cell line derived transforming sequence like%2C transcript variant X1
Rana_pipiens_Transcript_137155	XM_018264694.1	guanine nucleotide exchange factor DBS-like
Rana_pipiens_Transcript_139722	NM_001088212.1	neurofilament%2C medium polypeptide S homeolog
Rana_pipiens_Transcript_139722	XM_002932557.4	neurofilament%2C medium polypeptide
Rana_pipiens_Transcript_140366	XM_012970310.1	ATP synthase%2C H+ transporting%2C mitochondrial Fo complex subunit C3 (subunit 9)%2C transcript variant X1
Rana_pipiens_Transcript_140378	NM_001005087.2	ATP synthase%2C H+ transporting%2C mitochondrial Fo complex subunit C3 (subunit 9)
Rana_pipiens_Transcript_140378	XM_018237219.1	ATP synthase%2C H+ transporting%2C mitochondrial Fo complex subunit C3 (subunit 9) L homeolog%2C transcript variant X1
Rana_pipiens_Transcript_141016	XM_018223595.1	cytosolic non-specific dipeptidase-like
Rana_pipiens_Transcript_143320	XM_012961440.2	musashi RNA binding protein 1%2C transcript variant X3
Rana_pipiens_Transcript_143320	XM_018230177.1	nrp-1B%2C transcript variant X4
Rana_pipiens_Transcript_144898	XM_018091201.1	peptidylglycine alpha-amidating monooxygenase%2C transcript variant X4
Rana_pipiens_Transcript_144898	XM_018258128.1	peptidylglycine alpha-amidating monooxygenase L homeolog%2C transcript variant X2
Rana_pipiens_Transcript_144982	NM_001087356.1	B-cell translocation gene 1%2C anti-proliferative S homeolog
Rana_pipiens_Transcript_144982	NM_203595.1	B-cell translocation gene 1%2C anti-proliferative
Rana_pipiens_Transcript_145523	XM_012964137.2	ArfGAP with SH3 domain%2C ankyrin repeat and PH domain 1%2C transcript variant X7
Rana_pipiens_Transcript_145523	XM_018268920.1	arf-GAP with SH3 domain%2C ANK repeat and PH domain-containing protein 1-like
Rana_pipiens_Transcript_145649	XM_012957258.2	ELMO/CED-12 domain containing 1%2C transcript variant X3
Rana_pipiens_Transcript_146854	XM_018252167.1	E3 ubiquitin-protein ligase NEURL1B-like
Rana_pipiens_Transcript_146887	XM_002935801.3	Williams-Beuren syndrome chromosome region 17
Rana_pipiens_Transcript_146887	XM_018249681.1	putative polypeptide N-acetylgalactosaminyltransferase-like protein 3
Rana_pipiens_Transcript_146901	NM_001011231.1	ribosomal protein L23
Rana_pipiens_Transcript_146901	XM_018234742.1	60S ribosomal protein L23
Rana_pipiens_Transcript_147213	NM_001079011.1	polypyrimidine tract binding protein 2
Rana_pipiens_Transcript_147213	XM_018258543.1	polypyrimidine tract-binding protein 2%2C transcript variant X1
Rana_pipiens_Transcript_147911	XM_018234113.1	RAB5C%2C member RAS oncogene family L homeolog%2C transcript variant X1
Rana_pipiens_Transcript_149362	XM_012960537.2	neuronal growth regulator 1%2C transcript variant X1
Rana_pipiens_Transcript_149362	XM_018258198.1	neuronal growth regulator 1 L homeolog%2C transcript variant X3
Rana_pipiens_Transcript_149471	XM_012968369.2	protein phosphatase%2C Mg2+/Mn2+ dependent 1A%2C transcript variant X1
Rana_pipiens_Transcript_149471	XM_018230666.1	protein phosphatase 1A-like
Rana_pipiens_Transcript_150581	NM_001015779.1	transmembrane p24 trafficking protein 4
Rana_pipiens_Transcript_150581	NM_001092827.1	transmembrane p24 trafficking protein 4 S homeolog
Rana_pipiens_Transcript_151467	XM_012956506.1	Rap guanine nucleotide exchange factor 2%2C transcript variant X5
Rana_pipiens_Transcript_151467	XM_018243233.1	rap guanine nucleotide exchange factor 2%2C transcript variant X2
Rana_pipiens_Transcript_152819	XM_012971277.2	sodium channel%2C voltage gated%2C type I alpha subunit
Rana_pipiens_Transcript_152819	XM_018235874.1	sodium channel protein type 2 subunit alpha-like
Rana_pipiens_Transcript_153303	NM_001086121.1	secreted protein%2C acidic%2C cysteine-rich (osteonectin) S homeolog
Rana_pipiens_Transcript_153303	NM_204016.2	secreted protein%2C acidic%2C cysteine-rich (osteonectin)
Rana_pipiens_Transcript_153459	NM_001092787.1	Ca++-dependent secretion activator L homeolog
Rana_pipiens_Transcript_153459	XM_012960442.2	Ca++-dependent secretion activator%2C transcript variant X23
Rana_pipiens_Transcript_153728	NM_001005136.2	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed
Rana_pipiens_Transcript_153728	XM_018256929.1	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed L homeolog%2C transcript variant X1
Rana_pipiens_Transcript_154165	NM_001007489.2	nuclear factor%2C erythroid 2 like 2
Rana_pipiens_Transcript_154292	XM_004915384.3	leucine rich repeat containing 3B
Rana_pipiens_Transcript_154292	XM_018267463.1	leucine-rich repeat-containing protein 3B
Rana_pipiens_Transcript_154482	NM_001086706.1	methionine adenosyltransferase II%2C alpha L homeolog
Rana_pipiens_Transcript_154482	NM_204064.1	methionine adenosyltransferase II%2C alpha
Rana_pipiens_Transcript_154559	NM_001005051.1	poly(A) binding protein%2C cytoplasmic 1
Rana_pipiens_Transcript_154559	NM_001086735.1	poly(A) binding protein%2C cytoplasmic 1 L homeolog
